ProdID,ProductName,Category,Sub Category,description,model,Brand,shipping,Tax,Quantity,Type,Price,MRP,Meaure,Image,ProductDESC
VEPR000049,Black Forest Cake,Cakes,All Types Of Cakes,"Designer cake 

Product Details:
Flavor of Cake - Black Forest Cake
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,3 Kg,eggless,3894, ,kilograms,https://minikart.in/uploads/products/1620721170_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

This delicious cake contains: Black Forest Cake cake With Colorful Sprinkle Round Shape Whipped cream Suitable for: Birthdays Anniversary.Actual design and arrangement might differ based on chef, seasonal elements and ingredient availability.

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000049,Black Forest Cake,Cakes,All Types Of Cakes,"Designer cake 

Product Details:
Flavor of Cake - Black Forest Cake
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1/2 Kg,with_egg,649, ,kilograms,https://minikart.in/uploads/products/1620721170_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

This delicious cake contains: Black Forest Cake cake With Colorful Sprinkle Round Shape Whipped cream Suitable for: Birthdays Anniversary.Actual design and arrangement might differ based on chef, seasonal elements and ingredient availability.

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000049,Black Forest Cake,Cakes,All Types Of Cakes,"Designer cake 

Product Details:
Flavor of Cake - Black Forest Cake
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1 Kg,with_egg,1298, ,kilograms,https://minikart.in/uploads/products/1620721170_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

This delicious cake contains: Black Forest Cake cake With Colorful Sprinkle Round Shape Whipped cream Suitable for: Birthdays Anniversary.Actual design and arrangement might differ based on chef, seasonal elements and ingredient availability.

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000049,Black Forest Cake,Cakes,All Types Of Cakes,"Designer cake 

Product Details:
Flavor of Cake - Black Forest Cake
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,2 Kg,with_egg,2596, ,kilograms,https://minikart.in/uploads/products/1620721170_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

This delicious cake contains: Black Forest Cake cake With Colorful Sprinkle Round Shape Whipped cream Suitable for: Birthdays Anniversary.Actual design and arrangement might differ based on chef, seasonal elements and ingredient availability.

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000049,Black Forest Cake,Cakes,All Types Of Cakes,"Designer cake 

Product Details:
Flavor of Cake - Black Forest Cake
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,3 Kg,with_egg,3894, ,kilograms,https://minikart.in/uploads/products/1620721170_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

This delicious cake contains: Black Forest Cake cake With Colorful Sprinkle Round Shape Whipped cream Suitable for: Birthdays Anniversary.Actual design and arrangement might differ based on chef, seasonal elements and ingredient availability.

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,1 kg,eggless,999, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,2 Kg,eggless,1795, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,1/2 Kg,eggless,699, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,1 Kg,eggless,1245, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,2 Kg,eggless,1849, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,3 Kg,eggless,2553, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,1/2 Kg,with_egg,699, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,1 Kg,with_egg,1245, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,2 Kg,with_egg,1849, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000050,Iconic Strawberry Cake,Cakes,All Types Of Cakes,"Designer Strawberry cake 

Product Details:
Flavour of Cake-Strawberry 
Type of Cake- Cream
Version- Egg Less
Weight- 1 Kg & 2Kg
Shape- Square",Circle,Cake,Yes,Non-Taxable,3 Kg,with_egg,2553, ,kilograms,https://minikart.in/uploads/products/1620727897_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

Let the Iconic Strawberry  flavor Cake is  heavenly to your taste-buds with this  Garnished with Chocolate shards and buttery smooth whipped cream, this cake is sure to melt hearts. 

Send this delicious Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1/2 Kg,eggless,795, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1 Kg,eggless,1490, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,2 Kg,eggless,2980, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,3 Kg,eggless,4470, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1/2 Kg,with_egg,795, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1 Kg,with_egg,1490, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,2 Kg,with_egg,2980, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000052,Chocolate Truffle Cake,Cakes,All Types Of Cakes,"Chocolate Truffle Royale Cake

Product Details:
Flavor of Cake- Chocolate
Type of Cake - Cream
Weight- 1/2 Kg, 1 Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,3 Kg,with_egg,4470, ,kilograms,https://minikart.in/uploads/products/1620732605_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU LOVE: 

Make the Truffle Cake even more chocolatey by adding a layer of Chocolate Chips to eat. Send this Truffle Cake to Your Sister or Brother, Mother or Father to wish them on there Special Occasions such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know. 

DISCLAIMER : Delivered product might vary slightly from the image shown. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000054,Vanilla Fruit Almond Cake,Cakes,All Types Of Cakes,"Fruit Cake

Product Details:
Flavor of Cake- Vanilla
Type of Cake - Cream
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1/2 Kg, ,845, ,kilograms,https://minikart.in/uploads/products/1620749814_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

The Fresh Fruit Almond Cake takes your taste buds to the state of blissful feelings. Loaded with fresh cream, pieces of almonds and toppings of colourful fruits all through the centre, this Fresh Fruit Almond Cake is simply divine to taste and looks.
This Can be Send to Your Sister or Brother, Mother or Father to wish them on there Special Occasion's such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know.

DISCLAIMER : Delivered product might vary slightly from the image shown. This cake will be garnished with fresh cut fruits as per seasonal availability. The picture is only for representation and the actual fruits used might vary. 
This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000054,Vanilla Fruit Almond Cake,Cakes,All Types Of Cakes,"Fruit Cake

Product Details:
Flavor of Cake- Vanilla
Type of Cake - Cream
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1 Kg, ,1445, ,kilograms,https://minikart.in/uploads/products/1620749814_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

The Fresh Fruit Almond Cake takes your taste buds to the state of blissful feelings. Loaded with fresh cream, pieces of almonds and toppings of colourful fruits all through the centre, this Fresh Fruit Almond Cake is simply divine to taste and looks.
This Can be Send to Your Sister or Brother, Mother or Father to wish them on there Special Occasion's such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know.

DISCLAIMER : Delivered product might vary slightly from the image shown. This cake will be garnished with fresh cut fruits as per seasonal availability. The picture is only for representation and the actual fruits used might vary. 
This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000054,Vanilla Fruit Almond Cake,Cakes,All Types Of Cakes,"Fruit Cake

Product Details:
Flavor of Cake- Vanilla
Type of Cake - Cream
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,2 Kg, ,2299, ,kilograms,https://minikart.in/uploads/products/1620749814_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

The Fresh Fruit Almond Cake takes your taste buds to the state of blissful feelings. Loaded with fresh cream, pieces of almonds and toppings of colourful fruits all through the centre, this Fresh Fruit Almond Cake is simply divine to taste and looks.
This Can be Send to Your Sister or Brother, Mother or Father to wish them on there Special Occasion's such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know.

DISCLAIMER : Delivered product might vary slightly from the image shown. This cake will be garnished with fresh cut fruits as per seasonal availability. The picture is only for representation and the actual fruits used might vary. 
This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000054,Vanilla Fruit Almond Cake,Cakes,All Types Of Cakes,"Fruit Cake

Product Details:
Flavor of Cake- Vanilla
Type of Cake - Cream
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,3 Kg, ,3159, ,kilograms,https://minikart.in/uploads/products/1620749814_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

The Fresh Fruit Almond Cake takes your taste buds to the state of blissful feelings. Loaded with fresh cream, pieces of almonds and toppings of colourful fruits all through the centre, this Fresh Fruit Almond Cake is simply divine to taste and looks.
This Can be Send to Your Sister or Brother, Mother or Father to wish them on there Special Occasion's such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know.

DISCLAIMER : Delivered product might vary slightly from the image shown. This cake will be garnished with fresh cut fruits as per seasonal availability. The picture is only for representation and the actual fruits used might vary. 
This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000054,Vanilla Fruit Almond Cake,Cakes,All Types Of Cakes,"Fruit Cake

Product Details:
Flavor of Cake- Vanilla
Type of Cake - Cream
Version- Egg Less
Weight- 1/2 Kg ,1Kg & 2Kg
Shape- Round",Circle,Cake,Yes,Non-Taxable,1Kg,eggless,1349, , ,https://minikart.in/uploads/products/1620749814_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

The Fresh Fruit Almond Cake takes your taste buds to the state of blissful feelings. Loaded with fresh cream, pieces of almonds and toppings of colourful fruits all through the centre, this Fresh Fruit Almond Cake is simply divine to taste and looks.
This Can be Send to Your Sister or Brother, Mother or Father to wish them on there Special Occasion's such as happy birthday, Anniversary. Your Wife, Young Couples or Girlfriend to wish them all the best. All the Romantic Couples that you know.

DISCLAIMER : Delivered product might vary slightly from the image shown. This cake will be garnished with fresh cut fruits as per seasonal availability. The picture is only for representation and the actual fruits used might vary. 
This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address."
VEPR000074,Pink With Yellow Roses With Orchids In A Basket,Flowers,Orchids,"Product Details:
Basket Type Arrangement With 
15 Pink & Yellow Roses Inside Basket
5 Purple Orchids Stick on Handle
with Handle Basket",Bunch,Flowers,Yes,Non-Taxable,1, ,2049, ,Bunch,https://minikart.in/uploads/products/1614953663_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

 It looks very attractive when beautifully arranged in a basket. This is a gorgeous arrangement of pink and yellow roses with purple orchids. It is a perfect gift for every special occasion be it birthday; anniversary; wedding or many more special day. To express the heart-melting feelings this is the perfect gift that you can gift to that special person who means a world to you.

DISCLAIMER : The image displayed is indicative in nature. The color of the orchids may vary according to the availability. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address. 

Please Note: 
Green Fillers may vary as per local and seasonal availability. 
We follow go green policy, instead of non woven fabric and plastic sheets will be substitued by paper and other eco friendly meterial as per state govt policies"
VEPR000074,Pink With Yellow Roses With Orchids In A Basket,Flowers,Orchids,"Product Details:
Basket Type Arrangement With 
15 Pink & Yellow Roses Inside Basket
5 Purple Orchids Stick on Handle
with Handle Basket",Bunch,Flowers,Yes,Non-Taxable, , ,2249, , ,https://minikart.in/uploads/products/1614953663_0.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

 It looks very attractive when beautifully arranged in a basket. This is a gorgeous arrangement of pink and yellow roses with purple orchids. It is a perfect gift for every special occasion be it birthday; anniversary; wedding or many more special day. To express the heart-melting feelings this is the perfect gift that you can gift to that special person who means a world to you.

DISCLAIMER : The image displayed is indicative in nature. The color of the orchids may vary according to the availability. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address. 

Please Note: 
Green Fillers may vary as per local and seasonal availability. 
We follow go green policy, instead of non woven fabric and plastic sheets will be substitued by paper and other eco friendly meterial as per state govt policies"
VEPR000098,Bunch Of Blue Orchids,Flowers,Orchids,"Product Details:

6 Blue Orchids
Seasonal Green Fillers
Brown Non Woven Paper
Tied with a Red Ribbon",Flowers,Flowers,Yes,Non-Taxable, , ,840, ,Bunch,https://minikart.in/uploads/products/1620982232_.jpg,"THIS MAKES A PERFECT GIFT FOR SOMEONE YOU lOVE: 

This is an awesome bouquet to be presented to the person who is very special. The bright colors of this bouquet will add charm to the moments of celebration. send this lovely bouquet to your loved ones and Make them feel Special by seeing in their hands. It is the fact that fresh flowers make us happy but when you gift something exquisite like orchids, it also makes the person unique and special. Orchid's look very royal and this bouquet is a sweet present for someone who is royal to you, so gift now and delight your dear one.

DISCLAIMER : The image displayed is indicative in nature. Actual product may vary in shape or design as per the availability. This product is perishable therefore delivery will be attempted only once. The delivery cannot be redirected to any other address. 

Please Note: 
Green Fillers may vary as per local and seasonal availability.
We follow go green policy, instead of non woven fabric and plastic sheets will be substituted by paper and other eco friendly material as per state govt policies"
